paired_top_ranked_percentage,external_top_ranked_percentage,direction,overlap_p_value,minus_log10_p,p_value_underflow
10.1197798640337,49.9967627063775,Concordant decreases,3.858109426770206e-58,57.4136254587117,False
11.5441890579476,2.99773389446423,Concordant decreases,5.578510068657078e-75,74.2534817787262,False
11.5441890579476,4.42214308837812,Concordant decreases,3.6768427668585596e-82,81.4345249415061,False
11.5441890579476,5.846552282292,Concordant decreases,1.1058897609030517e-84,83.9562881629207,False
11.5441890579476,7.27096147620589,Concordant decreases,9.256312039774903e-88,87.033562013297,False
11.5441890579476,8.69537067011978,Concordant decreases,5.82828390959573e-89,88.2344593008678,False
11.5441890579476,10.1197798640337,Concordant decreases,2.908400422775232e-88,87.5363458008976,False
11.5441890579476,11.5441890579476,Concordant decreases,3.578765243757648e-85,84.4462667890882,False
11.5441890579476,12.9685982518614,Concordant decreases,2.352880157471278e-88,87.6284001927876,False
11.5441890579476,14.3930074457753,Concordant decreases,9.409739366725409e-88,87.0264224056015,False
11.5441890579476,15.8174166396892,Concordant decreases,1.116527248187514e-87,86.9521306737631,False
11.5441890579476,17.2418258336031,Concordant decreases,4.7159775241204765e-86,85.3264282733763,False
11.5441890579476,18.666235027517,Concordant decreases,3.0168395222895956e-89,88.5204477910639,False
11.5441890579476,20.0906442214309,Concordant decreases,7.918457516323096e-89,88.1013594089902,False
11.5441890579476,21.5150534153448,Concordant decreases,1.644829519635391e-84,83.7838791083635,False
11.5441890579476,22.9394626092587,Concordant decreases,1.630082561014448e-87,86.7877903987341,False
11.5441890579476,24.3638718031725,Concordant decreases,2.3644819581615823e-89,88.6262639954573,False
11.5441890579476,25.7882809970864,Concordant decreases,1.7997422664010036e-85,84.744789683949,False
11.5441890579476,27.2126901910003,Concordant decreases,4.3709291343897416e-89,88.3594262346435,False
11.5441890579476,28.6370993849142,Concordant decreases,6.284382239746287e-88,87.2017374074061,False
11.5441890579476,30.0615085788281,Concordant decreases,6.504288002267113e-84,83.1868002369364,False
11.5441890579476,31.485917772742,Concordant decreases,3.2757410731636578e-80,79.4846904338165,False
11.5441890579476,32.9103269666559,Concordant decreases,3.3611991208583305e-77,76.4735057587211,False
11.5441890579476,34.3347361605698,Concordant decreases,1.2289404169848962e-75,74.9104691726074,False
11.5441890579476,35.7591453544836,Concordant decreases,9.575305563032475e-79,78.0188473581195,False
